ward_id,tree_type,count
215,Lagerstroemia Speciosa (L.) Pers,37
215,Livistona Chinensis (Jacq.) R. Br. Ex Mart.,32
215,Madhuca Indica J. Gmelin,11
215,Majidea Zanguebarica Oliv.,34
215,Malpighia Glabra L.,2
215,Mangifera Indica L.,89
215,Manihot Glaziovii Muell. -Arg,1
215,Manilkara Zapota (L.) P. Royen,8
215,Markhamia Lutea (Benth.) K.Schum,117
215,Melia Azedarach L,2
215,Melia Dubia Cav,17
215,Mesua Ferrea L,1
215,Michelia Champaca L,81
215,Millingtonia Hortensis L.F,35
215,Moringa Oleifera Lam.,8
215,Muntingia Calabura L.,40
215,Murraya Koenigii (L.) Spreng.,7
215,Ochroma Lagopus Sw,1
215,Others,87
215,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,155
215,Persea Americana Mille,7
215,Phoenix Rupicola T. Anders,2
215,Phyllanthus Acidus (L.) Skeels,12
215,Phyllanthus Polyphykkus Wild,1
215,Polyalthia Longifolia (Sonn.) Thwaites,148
215,Pongamia Pinnata (L.) Pierre,727
215,Pritchardia Pacifica Seem. & H. Wendl.,11
215,Psidium Guajava L.,10
215,Pterocarpus Marsupium Roxb,11
215,Ptychosperma Macarthuri Nichols,433
215,Rhapis Excelsa Henry,18
215,Samanea Saman (Jacq.) Merr.,36
215,Saraca Asoca (Roxb.) De Wilde,268
215,Sesbania Grandiflora (L.) Poiret,4
215,Simarouba Glauca Dc.,3
215,Spathodea Campanulata P. Beauv,38
215,Swietenia Macrophylla King,16
215,Swietenia Mahagoni (L.) Jacq.,322
215,Syagrus Romanzoffianum (Cham),2
215,Syzygium Cumini (L.) Skeels,24
215,Syzygium Nervosum Dc,1
215,Tabebuia Chrysotricha (Mart. Ex Dc.) Standl,1
215,Tabernaemontana Divericata L. R. Br. Ex Roem. & Schult.,7
215,Tectona Grandis L.F,1
215,Terminalia Catappa L,162
215,Thespesia Populnea,37
215,Thrinax Parviflora Sw.,2
215,Toona Ciliata M. Roeme,18
215,Vitex Altissima L.F,4
215,Vitex Negunda,3
215,Wrightia Tinctoria (Roxb.) R. Br,6
215,Ziziphus Mauritiana Lam,1
216,Acacia Auriculiformis Cunn. Ex Benth,17
216,Acacia Catechu (L. F.) Wild.,3
216,Acacia Leucophloea (Roxb.) Wild,21
216,Acacia Nilotica (L.) Del. Subsp. Indica (Benth.) Brenan,5
216,Adenanthera Pavonina L.,9
216,Aegle Marmelos (L.) Corr. Serr.,2
216,Ailanthus Triphysa (Dennst.) Alston,1
216,Albizia Lebbeck (L.) Benth.,2
216,Anacardium Occidentale L.,3
216,Annona Reticulata L.,2
216,Annona Squamosa L,10
216,Araucaria Columnaris,16
216,Artocarpus Altitilis (Park.) Fosb.,6
216,Artocarpus Heterophyllus Lam.,39
216,Artocarpus Hirsutus Lam.,3
216,Azadirachta Indica A. Juss.,61
216,Barringtonia Acutangula (L.),3
216,Bauhinia Forficata,1
216,Bauhinia Racemosa Lam,1
216,Bauhinia Tomentosa L.,8
216,Bauhinia Variegata L.,13
216,Bauhinia Variegata L. Var. Candida Voigt.,20
216,Bombax Malabaricum Dc,1
216,Brassaia Actinophylla Endl. Var. Capitata Clarke,15
216,Broussonetia Luzonica Bureau,4
216,Broussonetia Papyrifera Vent,1
216,Caesalpinia Ferrea Mart. Ex Tul.,1
216,Calamus Prasinus Lak. & Renuka,1
216,Callistemon Viminalis (Soland. Ex Gaertn.) G. Don,16
216,Calophyllum Inophyllum L,2
216,Caryota Mitis Lour.,3
216,Caryota Urens L,9
216,Cassia Fistula,2
216,Cassia Fistula L.,2
216,Casuarina Equisetifolia L.,1
216,Cedrela Odorata L,6
216,Ceiba Speciosa (A. St. Hil.) Ravenna,2
216,Centrolobium Microchaete (Mart. Ex Benth.),2
216,Cinnamomum Verum J.S. Presl,1
216,Cirtus Grandis (L.) Osbeck,2
216,Cocos Nucifera L.,143
216,Cordia Wallichii G. Don,3
216,Couroupita Guianensis Abul.,3
216,Crescentia Cujete L.,1
216,Delonix Regia (Bojer Ex Hook.) Raf.,23
216,Diospyros Ebenum Koenig.,7
216,Diospyros Melanoxylon Roxb.,2
216,Dypsis Lutescens (Wendl.) Beentze & Dransfield,36
216,Elaeocarpus Grandis F. Muell.,1
216,Emblica Officinalis Gaertn.,2
216,Erythrina Suberosa Roxb.,1
216,Erythrina Umbrosa Kunth,1
216,Erythroxylum Monogynum Roxb.,1
216,Eucalyptus Tereticornis Sm.,3
216,Eugenia Uniflora L,1
216,Ficus Auriculata Lour.,1
216,Ficus Benghalensis L.,108
216,Ficus Pandurata Hance,1
216,Ficus Racemosa L.,29
216,Ficus Religiosa L.,49
216,Filicium Decipiens (Wt. & Arn.),5
216,Flacouratia Inermis Roxb.,13
216,Garcinia Indica (Thouars) Choisy,23
216,Gliricidia Sepium,6
216,Grevillea Robusta Cunn. Ex R. Br.,8
216,Hibiscus Tiliaceus L,2
216,Hydristele Wendlandiana (C. Moore & F. Muell.) H. Wendl. & Drude,177
216,Jacaranda Acutifolia Humb. & Bonp,6
216,Khaya Senegalensis (Desr.) A. Juss.,49
216,Kigelia Africana (Lam.) Benth,3
216,Lagerstroemia Speciosa (L.) Pers,25
216,Lepisanthes Tetraphylla (Vahl) Radlk.,2
216,Leucaena Latisiliqua (L.) Gillis,2
216,Limonia Acidissima L.,1
216,Livistona Chinensis (Jacq.) R. Br. Ex Mart.,141
216,Livistona Rotundifolia (Lam.) Mart.,2
216,Madhuca Indica J. Gmelin,19
216,Majidea Zanguebarica Oliv.,7
216,Malpighia Glabra L.,2
216,Mangifera Indica L.,89
216,Manihot Glaziovii Muell. -Arg,2
216,Manilkara Zapota (L.) P. Royen,7
216,Markhamia Lutea (Benth.) K.Schum,286
216,Melia Azedarach L,4
216,Melia Dubia Cav,19
216,Michelia Champaca L,133
216,Michelia Longifolia Blume,1
216,Millingtonia Hortensis L.F,27
216,Moringa Oleifera Lam.,1
216,Muntingia Calabura L.,35
216,Murraya Koenigii (L.) Spreng.,4
216,Ochroma Lagopus Sw,3
216,Others,19
216,Peltophorum Africanum Sond.,4
216,Peltophorum Pterocarpum (Dc.) Back. Ex K. Heyne,167
216,Persea Americana Mille,1
216,Phoenix Rupicola T. Anders,23
216,Phyllanthus Acidus (L.) Skeels,16
216,Pithecellobium Dulce (Roxb.) Benth.,2
216,Plumeria Obtusa L. Var. Sericiflora,2
216,Polyalthia Longifolia (Sonn.) Thwaites,99
216,Pongamia Pinnata (L.) Pierre,607
216,Pritchardia Pacifica Seem. & H. Wendl.,21
216,Prosopis Juliflora (Sw.) Dc.,11
216,Psidium Guajava L.,14
216,Pterocarpus Marsupium Roxb,14
216,Pterospermum Acerifolium (L.) Wild,1
216,Ptychosperma Macarthuri Nichols,119
216,Rhapis Excelsa Henry,12
216,Roystonea Regia (H.B.K) O. F. Cook,1
216,Salix Tetrasperma Roxb,1
216,Samanea Saman (Jacq.) Merr.,78
216,Santalum Album L,7
216,Sapindus Laurifolius Vahl,2
216,Saraca Asoca (Roxb.) De Wilde,202
216,Semecarpus Anacardium L.F,1
216,Sesbania Grandiflora (L.) Poiret,12
216,Shorea Roxburghii G. Don,1
216,Spathodea Campanulata P. Beauv,41
216,Spondias Pinnata (L.F.) Kurz,1
216,Swietenia Macrophylla King,22
216,Swietenia Mahagoni (L.) Jacq.,246
216,Syagrus Romanzoffianum (Cham),1
216,Syzygium Cumini (L.) Skeels,24
216,Syzygium Nervosum Dc,1
216,Tabebuia Chrysotricha (Mart. Ex Dc.) Standl,2
216,Tabernaemontana Divericata L. R. Br. Ex Roem. & Schult.,3
216,Talauma Mutabilis Bl.,1
216,Terminalia Catappa L,219
216,Thespesia Populnea,24
216,Thespesia Populnea (L.) Sol. Ex Corr. Serr,1
216,Thrinax Parviflora Sw.,8
216,Toona Ciliata M. Roeme,24
216,Vitex Altissima L.F,4
216,Vitex Negunda,3
216,Wrightia Tinctoria (Roxb.) R. Br,32
216,Ziziphus Mauritiana Lam,7
217,Others,1
217,Pongamia Pinnata (L.) Pierre,4
218,Cocos Nucifera L.,1
218,Mangifera Indica L.,1
218,Muntingia Calabura L.,1
218,Others,3
218,Pongamia Pinnata (L.) Pierre,2
